filepaths,labels,data set
train/Bluetick/027.jpg,Bluetick,train
train/Bluetick/028.jpg,Bluetick,train
train/Bluetick/029.jpg,Bluetick,train
train/Bluetick/030.jpg,Bluetick,train
train/Bluetick/031.jpg,Bluetick,train
train/Bluetick/032.jpg,Bluetick,train
train/Bluetick/033.jpg,Bluetick,train
train/Bluetick/034.jpg,Bluetick,train
train/Bluetick/035.jpg,Bluetick,train
train/Bluetick/036.jpg,Bluetick,train
train/Bluetick/037.jpg,Bluetick,train
train/Bluetick/038.jpg,Bluetick,train
train/Bluetick/039.jpg,Bluetick,train
train/Bluetick/040.jpg,Bluetick,train
train/Bluetick/041.jpg,Bluetick,train
train/Bluetick/042.jpg,Bluetick,train
train/Bluetick/043.jpg,Bluetick,train
train/Bluetick/044.jpg,Bluetick,train
train/Bluetick/045.jpg,Bluetick,train
train/Bluetick/046.jpg,Bluetick,train
train/Bluetick/047.jpg,Bluetick,train
train/Bluetick/048.jpg,Bluetick,train
train/Bluetick/049.jpg,Bluetick,train
train/Bluetick/050.jpg,Bluetick,train
train/Bluetick/051.jpg,Bluetick,train
train/Bluetick/052.jpg,Bluetick,train
train/Bluetick/053.jpg,Bluetick,train
train/Bluetick/054.jpg,Bluetick,train
train/Bluetick/055.jpg,Bluetick,train
train/Bluetick/056.jpg,Bluetick,train
train/Bluetick/057.jpg,Bluetick,train
train/Bluetick/058.jpg,Bluetick,train
train/Bluetick/059.jpg,Bluetick,train
train/Bluetick/060.jpg,Bluetick,train
train/Bluetick/061.jpg,Bluetick,train
train/Bluetick/062.jpg,Bluetick,train
train/Bluetick/063.jpg,Bluetick,train
train/Bluetick/064.jpg,Bluetick,train
train/Bluetick/065.jpg,Bluetick,train
train/Bluetick/066.jpg,Bluetick,train
train/Bluetick/067.jpg,Bluetick,train
train/Bluetick/068.jpg,Bluetick,train
train/Bluetick/069.jpg,Bluetick,train
train/Bluetick/070.jpg,Bluetick,train
train/Bluetick/071.jpg,Bluetick,train
train/Bluetick/072.jpg,Bluetick,train
train/Bluetick/073.jpg,Bluetick,train
train/Bluetick/074.jpg,Bluetick,train
train/Bluetick/075.jpg,Bluetick,train
train/Bluetick/076.jpg,Bluetick,train
train/Bluetick/077.jpg,Bluetick,train
train/Bluetick/078.jpg,Bluetick,train
train/Bluetick/079.jpg,Bluetick,train
train/Bluetick/080.jpg,Bluetick,train
train/Bluetick/081.jpg,Bluetick,train
train/Bluetick/082.jpg,Bluetick,train
train/Bluetick/083.jpg,Bluetick,train
train/Bluetick/084.jpg,Bluetick,train
train/Bluetick/085.jpg,Bluetick,train
train/Bluetick/086.jpg,Bluetick,train
train/Bluetick/087.jpg,Bluetick,train
train/Bluetick/088.jpg,Bluetick,train
train/Bluetick/089.jpg,Bluetick,train
train/Bluetick/090.jpg,Bluetick,train
train/Bluetick/091.jpg,Bluetick,train
train/Bluetick/092.jpg,Bluetick,train
train/Bluetick/093.jpg,Bluetick,train
train/Bluetick/094.jpg,Bluetick,train
train/Bluetick/095.jpg,Bluetick,train
train/Bluetick/096.jpg,Bluetick,train
train/Bluetick/097.jpg,Bluetick,train
train/Bluetick/098.jpg,Bluetick,train
train/Bluetick/099.jpg,Bluetick,train
train/Bluetick/100.jpg,Bluetick,train
train/Bluetick/101.jpg,Bluetick,train
train/Bluetick/102.jpg,Bluetick,train
train/Bluetick/103.jpg,Bluetick,train
train/Bluetick/104.jpg,Bluetick,train
train/Bluetick/105.jpg,Bluetick,train
train/Bluetick/106.jpg,Bluetick,train
train/Bluetick/107.jpg,Bluetick,train
train/Border Collie/001.jpg,Border Collie,train
train/Border Collie/002.jpg,Border Collie,train
train/Border Collie/003.jpg,Border Collie,train
train/Border Collie/004.jpg,Border Collie,train
train/Border Collie/005.jpg,Border Collie,train
train/Border Collie/006.jpg,Border Collie,train
train/Border Collie/007.jpg,Border Collie,train
train/Border Collie/008.jpg,Border Collie,train
train/Border Collie/009.jpg,Border Collie,train
train/Border Collie/010.jpg,Border Collie,train
train/Border Collie/011.jpg,Border Collie,train
train/Border Collie/012.jpg,Border Collie,train
train/Border Collie/013.jpg,Border Collie,train
train/Border Collie/014.jpg,Border Collie,train
train/Border Collie/015.jpg,Border Collie,train
train/Border Collie/016.jpg,Border Collie,train
train/Border Collie/017.jpg,Border Collie,train
train/Border Collie/018.jpg,Border Collie,train
train/Border Collie/019.jpg,Border Collie,train
train/Border Collie/020.jpg,Border Collie,train
train/Border Collie/021.jpg,Border Collie,train
train/Border Collie/022.jpg,Border Collie,train
train/Border Collie/023.jpg,Border Collie,train
train/Border Collie/024.jpg,Border Collie,train
train/Border Collie/025.jpg,Border Collie,train
train/Border Collie/026.jpg,Border Collie,train
train/Border Collie/027.jpg,Border Collie,train
train/Border Collie/028.jpg,Border Collie,train
train/Border Collie/029.jpg,Border Collie,train
train/Border Collie/030.jpg,Border Collie,train
train/Border Collie/031.jpg,Border Collie,train
train/Border Collie/032.jpg,Border Collie,train
train/Border Collie/033.jpg,Border Collie,train
train/Border Collie/034.jpg,Border Collie,train
train/Border Collie/035.jpg,Border Collie,train
train/Border Collie/036.jpg,Border Collie,train
train/Border Collie/037.jpg,Border Collie,train
train/Border Collie/038.jpg,Border Collie,train
train/Border Collie/039.jpg,Border Collie,train
train/Border Collie/040.jpg,Border Collie,train
train/Border Collie/041.jpg,Border Collie,train
train/Border Collie/042.jpg,Border Collie,train
train/Border Collie/043.jpg,Border Collie,train
train/Border Collie/044.jpg,Border Collie,train
train/Border Collie/045.jpg,Border Collie,train
train/Border Collie/046.jpg,Border Collie,train
train/Border Collie/047.jpg,Border Collie,train
train/Border Collie/048.jpg,Border Collie,train
train/Border Collie/049.jpg,Border Collie,train
train/Border Collie/050.jpg,Border Collie,train
train/Border Collie/051.jpg,Border Collie,train
train/Border Collie/052.jpg,Border Collie,train
train/Border Collie/053.jpg,Border Collie,train
train/Border Collie/054.jpg,Border Collie,train
train/Border Collie/055.jpg,Border Collie,train
train/Border Collie/056.jpg,Border Collie,train
train/Border Collie/057.jpg,Border Collie,train
train/Border Collie/058.jpg,Border Collie,train
train/Border Collie/059.jpg,Border Collie,train
train/Border Collie/060.jpg,Border Collie,train
train/Border Collie/061.jpg,Border Collie,train
train/Border Collie/062.jpg,Border Collie,train
train/Border Collie/063.jpg,Border Collie,train
train/Border Collie/064.jpg,Border Collie,train
train/Border Collie/065.jpg,Border Collie,train
train/Border Collie/066.jpg,Border Collie,train
train/Border Collie/067.jpg,Border Collie,train
train/Border Collie/068.jpg,Border Collie,train
train/Border Collie/069.jpg,Border Collie,train
train/Border Collie/070.jpg,Border Collie,train
train/Border Collie/071.jpg,Border Collie,train
train/Border Collie/072.jpg,Border Collie,train
train/Border Collie/073.jpg,Border Collie,train
train/Border Collie/074.jpg,Border Collie,train
train/Border Collie/075.jpg,Border Collie,train
train/Border Collie/076.jpg,Border Collie,train
train/Border Collie/077.jpg,Border Collie,train
train/Border Collie/078.jpg,Border Collie,train
train/Border Collie/079.jpg,Border Collie,train
train/Border Collie/080.jpg,Border Collie,train
train/Border Collie/081.jpg,Border Collie,train
train/Border Collie/082.jpg,Border Collie,train
train/Border Collie/083.jpg,Border Collie,train
train/Border Collie/084.jpg,Border Collie,train
train/Border Collie/085.jpg,Border Collie,train
train/Border Collie/086.jpg,Border Collie,train
train/Border Collie/087.jpg,Border Collie,train
train/Border Collie/088.jpg,Border Collie,train
train/Border Collie/089.jpg,Border Collie,train
train/Border Collie/090.jpg,Border Collie,train
train/Border Collie/091.jpg,Border Collie,train
train/Border Collie/092.jpg,Border Collie,train
train/Border Collie/093.jpg,Border Collie,train
train/Border Collie/094.jpg,Border Collie,train
train/Border Collie/095.jpg,Border Collie,train
train/Border Collie/096.jpg,Border Collie,train
train/Border Collie/097.jpg,Border Collie,train
train/Border Collie/098.jpg,Border Collie,train
train/Border Collie/099.jpg,Border Collie,train
train/Border Collie/100.jpg,Border Collie,train
train/Border Collie/101.jpg,Border Collie,train
train/Border Collie/102.jpg,Border Collie,train
train/Border Collie/103.jpg,Border Collie,train
train/Border Collie/104.jpg,Border Collie,train
train/Border Collie/105.jpg,Border Collie,train
train/Border Collie/106.jpg,Border Collie,train
train/Border Collie/107.jpg,Border Collie,train
train/Border Collie/108.jpg,Border Collie,train
train/Border Collie/109.jpg,Border Collie,train
train/Border Collie/110.jpg,Border Collie,train
train/Border Collie/111.jpg,Border Collie,train
train/Border Collie/112.jpg,Border Collie,train
train/Borzoi/001.jpg,Borzoi,train
train/Borzoi/002.jpg,Borzoi,train
train/Borzoi/003.jpg,Borzoi,train
train/Borzoi/004.jpg,Borzoi,train
train/Borzoi/005.jpg,Borzoi,train
train/Borzoi/006.jpg,Borzoi,train
train/Borzoi/007.jpg,Borzoi,train
train/Borzoi/008.jpg,Borzoi,train
train/Borzoi/009.jpg,Borzoi,train
train/Borzoi/010.jpg,Borzoi,train
train/Borzoi/011.jpg,Borzoi,train
train/Borzoi/012.jpg,Borzoi,train
train/Borzoi/013.jpg,Borzoi,train
train/Borzoi/014.jpg,Borzoi,train
train/Borzoi/015.jpg,Borzoi,train
train/Borzoi/016.jpg,Borzoi,train
train/Borzoi/017.jpg,Borzoi,train
train/Borzoi/018.jpg,Borzoi,train
train/Borzoi/019.jpg,Borzoi,train
train/Borzoi/020.jpg,Borzoi,train
train/Borzoi/021.jpg,Borzoi,train
train/Borzoi/022.jpg,Borzoi,train
train/Borzoi/023.jpg,Borzoi,train
train/Borzoi/024.jpg,Borzoi,train
train/Borzoi/025.jpg,Borzoi,train
train/Borzoi/026.jpg,Borzoi,train
train/Borzoi/027.jpg,Borzoi,train
train/Borzoi/028.jpg,Borzoi,train
train/Borzoi/029.jpg,Borzoi,train
train/Borzoi/030.jpg,Borzoi,train
train/Borzoi/031.jpg,Borzoi,train
train/Borzoi/032.jpg,Borzoi,train
train/Borzoi/033.jpg,Borzoi,train
train/Borzoi/034.jpg,Borzoi,train
train/Borzoi/035.jpg,Borzoi,train
train/Borzoi/036.jpg,Borzoi,train
train/Borzoi/037.jpg,Borzoi,train
train/Borzoi/038.jpg,Borzoi,train
train/Borzoi/039.jpg,Borzoi,train
train/Borzoi/040.jpg,Borzoi,train
train/Borzoi/041.jpg,Borzoi,train
train/Borzoi/042.jpg,Borzoi,train
train/Borzoi/043.jpg,Borzoi,train
train/Borzoi/044.jpg,Borzoi,train
train/Borzoi/045.jpg,Borzoi,train
train/Borzoi/046.jpg,Borzoi,train
train/Borzoi/047.jpg,Borzoi,train
train/Borzoi/048.jpg,Borzoi,train
train/Borzoi/049.jpg,Borzoi,train
train/Borzoi/050.jpg,Borzoi,train
train/Borzoi/051.jpg,Borzoi,train
train/Borzoi/052.jpg,Borzoi,train
train/Borzoi/053.jpg,Borzoi,train
train/Borzoi/054.jpg,Borzoi,train
train/Borzoi/055.jpg,Borzoi,train
train/Borzoi/056.jpg,Borzoi,train
train/Borzoi/057.jpg,Borzoi,train
train/Borzoi/058.jpg,Borzoi,train
train/Borzoi/059.jpg,Borzoi,train
train/Borzoi/060.jpg,Borzoi,train
train/Borzoi/061.jpg,Borzoi,train
train/Borzoi/062.jpg,Borzoi,train
train/Borzoi/063.jpg,Borzoi,train
train/Borzoi/064.jpg,Borzoi,train
train/Borzoi/065.jpg,Borzoi,train
train/Borzoi/066.jpg,Borzoi,train
train/Borzoi/067.jpg,Borzoi,train
train/Borzoi/068.jpg,Borzoi,train
train/Borzoi/069.jpg,Borzoi,train
train/Borzoi/070.jpg,Borzoi,train
train/Borzoi/071.jpg,Borzoi,train
train/Borzoi/072.jpg,Borzoi,train
train/Borzoi/073.jpg,Borzoi,train
train/Borzoi/074.jpg,Borzoi,train
train/Borzoi/075.jpg,Borzoi,train
train/Borzoi/076.jpg,Borzoi,train
train/Borzoi/077.jpg,Borzoi,train
train/Borzoi/078.jpg,Borzoi,train
train/Borzoi/079.jpg,Borzoi,train
train/Borzoi/080.jpg,Borzoi,train
train/Borzoi/081.jpg,Borzoi,train
train/Borzoi/082.jpg,Borzoi,train
train/Borzoi/083.jpg,Borzoi,train
train/Borzoi/084.jpg,Borzoi,train
train/Borzoi/085.jpg,Borzoi,train
train/Borzoi/086.jpg,Borzoi,train
train/Borzoi/087.jpg,Borzoi,train
train/Borzoi/088.jpg,Borzoi,train
train/Borzoi/089.jpg,Borzoi,train
train/Borzoi/090.jpg,Borzoi,train
train/Borzoi/091.jpg,Borzoi,train
train/Borzoi/092.jpg,Borzoi,train
train/Borzoi/093.jpg,Borzoi,train
train/Borzoi/094.jpg,Borzoi,train
train/Borzoi/095.jpg,Borzoi,train
train/Borzoi/096.jpg,Borzoi,train
train/Borzoi/097.jpg,Borzoi,train
train/Borzoi/098.jpg,Borzoi,train
train/Borzoi/099.jpg,Borzoi,train
train/Borzoi/100.jpg,Borzoi,train
train/Borzoi/101.jpg,Borzoi,train
train/Borzoi/102.jpg,Borzoi,train
train/Borzoi/103.jpg,Borzoi,train
train/Borzoi/104.jpg,Borzoi,train
train/Borzoi/105.jpg,Borzoi,train
train/Borzoi/106.jpg,Borzoi,train
train/Borzoi/107.jpg,Borzoi,train
train/Borzoi/108.jpg,Borzoi,train
train/Borzoi/109.jpg,Borzoi,train
train/Borzoi/110.jpg,Borzoi,train
train/Boston Terrier/01.jpg,Boston Terrier,train
train/Boston Terrier/02.jpg,Boston Terrier,train
train/Boston Terrier/03.jpg,Boston Terrier,train
train/Boston Terrier/04.jpg,Boston Terrier,train
train/Boston Terrier/05.jpg,Boston Terrier,train
train/Boston Terrier/06.jpg,Boston Terrier,train
train/Boston Terrier/07.jpg,Boston Terrier,train
train/Boston Terrier/08.jpg,Boston Terrier,train
train/Boston Terrier/09.jpg,Boston Terrier,train
train/Boston Terrier/10.jpg,Boston Terrier,train
train/Boston Terrier/11.jpg,Boston Terrier,train
train/Boston Terrier/12.jpg,Boston Terrier,train
train/Boston Terrier/13.jpg,Boston Terrier,train
train/Boston Terrier/14.jpg,Boston Terrier,train
train/Boston Terrier/15.jpg,Boston Terrier,train
train/Boston Terrier/16.jpg,Boston Terrier,train
train/Boston Terrier/17.jpg,Boston Terrier,train
train/Boston Terrier/18.jpg,Boston Terrier,train
train/Boston Terrier/19.jpg,Boston Terrier,train
train/Boston Terrier/20.jpg,Boston Terrier,train
train/Boston Terrier/21.jpg,Boston Terrier,train
train/Boston Terrier/22.jpg,Boston Terrier,train
train/Boston Terrier/23.jpg,Boston Terrier,train
train/Boston Terrier/24.jpg,Boston Terrier,train
train/Boston Terrier/25.jpg,Boston Terrier,train
train/Boston Terrier/26.jpg,Boston Terrier,train
train/Boston Terrier/27.jpg,Boston Terrier,train
train/Boston Terrier/28.jpg,Boston Terrier,train
train/Boston Terrier/29.jpg,Boston Terrier,train
train/Boston Terrier/30.jpg,Boston Terrier,train
train/Boston Terrier/31.jpg,Boston Terrier,train
train/Boston Terrier/32.jpg,Boston Terrier,train
train/Boston Terrier/33.jpg,Boston Terrier,train
train/Boston Terrier/34.jpg,Boston Terrier,train
train/Boston Terrier/35.jpg,Boston Terrier,train
train/Boston Terrier/36.jpg,Boston Terrier,train
train/Boston Terrier/37.jpg,Boston Terrier,train
train/Boston Terrier/38.jpg,Boston Terrier,train
train/Boston Terrier/39.jpg,Boston Terrier,train
train/Boston Terrier/40.jpg,Boston Terrier,train
train/Boston Terrier/41.jpg,Boston Terrier,train
train/Boston Terrier/42.jpg,Boston Terrier,train
train/Boston Terrier/43.jpg,Boston Terrier,train
train/Boston Terrier/44.jpg,Boston Terrier,train
train/Boston Terrier/45.jpg,Boston Terrier,train
train/Boston Terrier/46.jpg,Boston Terrier,train
train/Boston Terrier/47.jpg,Boston Terrier,train
train/Boston Terrier/48.jpg,Boston Terrier,train
train/Boston Terrier/49.jpg,Boston Terrier,train
train/Boston Terrier/50.jpg,Boston Terrier,train
train/Boston Terrier/51.jpg,Boston Terrier,train
train/Boston Terrier/52.jpg,Boston Terrier,train
train/Boston Terrier/53.jpg,Boston Terrier,train
train/Boston Terrier/54.jpg,Boston Terrier,train
train/Boston Terrier/55.jpg,Boston Terrier,train
train/Boston Terrier/56.jpg,Boston Terrier,train
train/Boston Terrier/57.jpg,Boston Terrier,train
train/Boston Terrier/58.jpg,Boston Terrier,train
train/Boston Terrier/59.jpg,Boston Terrier,train
train/Boston Terrier/60.jpg,Boston Terrier,train
train/Boston Terrier/61.jpg,Boston Terrier,train
train/Boston Terrier/62.jpg,Boston Terrier,train
train/Boston Terrier/63.jpg,Boston Terrier,train
train/Boston Terrier/64.jpg,Boston Terrier,train
train/Boston Terrier/65.jpg,Boston Terrier,train
train/Boston Terrier/66.jpg,Boston Terrier,train
train/Boston Terrier/67.jpg,Boston Terrier,train
train/Boston Terrier/68.jpg,Boston Terrier,train
train/Boston Terrier/69.jpg,Boston Terrier,train
train/Boston Terrier/70.jpg,Boston Terrier,train
train/Boston Terrier/71.jpg,Boston Terrier,train
train/Boston Terrier/72.jpg,Boston Terrier,train
train/Boston Terrier/73.jpg,Boston Terrier,train
train/Boston Terrier/74.jpg,Boston Terrier,train
train/Boston Terrier/75.jpg,Boston Terrier,train
train/Boston Terrier/76.jpg,Boston Terrier,train
train/Boston Terrier/77.jpg,Boston Terrier,train
train/Boston Terrier/78.jpg,Boston Terrier,train
train/Boston Terrier/79.jpg,Boston Terrier,train
train/Boxer/001.jpg,Boxer,train
train/Boxer/002.jpg,Boxer,train
train/Boxer/003.jpg,Boxer,train
train/Boxer/004.jpg,Boxer,train
train/Boxer/005.jpg,Boxer,train
train/Boxer/006.jpg,Boxer,train
train/Boxer/007.jpg,Boxer,train
train/Boxer/008.jpg,Boxer,train
train/Boxer/009.jpg,Boxer,train
train/Boxer/010.jpg,Boxer,train
train/Boxer/011.jpg,Boxer,train
train/Boxer/012.jpg,Boxer,train
train/Boxer/013.jpg,Boxer,train
train/Boxer/014.jpg,Boxer,train
train/Boxer/015.jpg,Boxer,train
train/Boxer/016.jpg,Boxer,train
train/Boxer/017.jpg,Boxer,train
train/Boxer/018.jpg,Boxer,train
train/Boxer/019.jpg,Boxer,train
train/Boxer/020.jpg,Boxer,train
train/Boxer/021.jpg,Boxer,train
train/Boxer/022.jpg,Boxer,train
train/Boxer/023.jpg,Boxer,train
train/Boxer/024.jpg,Boxer,train
train/Boxer/025.jpg,Boxer,train
train/Boxer/026.jpg,Boxer,train
train/Boxer/027.jpg,Boxer,train
train/Boxer/028.jpg,Boxer,train
train/Boxer/029.jpg,Boxer,train
train/Boxer/030.jpg,Boxer,train
train/Boxer/031.jpg,Boxer,train
train/Boxer/032.jpg,Boxer,train
train/Boxer/033.jpg,Boxer,train
train/Boxer/034.jpg,Boxer,train
train/Boxer/035.jpg,Boxer,train
train/Boxer/036.jpg,Boxer,train
train/Boxer/037.jpg,Boxer,train
train/Boxer/038.jpg,Boxer,train
train/Boxer/039.jpg,Boxer,train
train/Boxer/040.jpg,Boxer,train
train/Boxer/041.jpg,Boxer,train
train/Boxer/042.jpg,Boxer,train
train/Boxer/043.jpg,Boxer,train
train/Boxer/044.jpg,Boxer,train
train/Boxer/045.jpg,Boxer,train
train/Boxer/046.jpg,Boxer,train
train/Boxer/047.jpg,Boxer,train
train/Boxer/048.jpg,Boxer,train
train/Boxer/049.jpg,Boxer,train
train/Boxer/050.jpg,Boxer,train
train/Boxer/051.jpg,Boxer,train
train/Boxer/052.jpg,Boxer,train
train/Boxer/053.jpg,Boxer,train
train/Boxer/054.jpg,Boxer,train
train/Boxer/055.jpg,Boxer,train
train/Boxer/056.jpg,Boxer,train
train/Boxer/057.jpg,Boxer,train
train/Boxer/058.jpg,Boxer,train
train/Boxer/059.jpg,Boxer,train
train/Boxer/060.jpg,Boxer,train
train/Boxer/061.jpg,Boxer,train
train/Boxer/062.jpg,Boxer,train
train/Boxer/063.jpg,Boxer,train
train/Boxer/064.jpg,Boxer,train
train/Boxer/065.jpg,Boxer,train
train/Boxer/066.jpg,Boxer,train
train/Boxer/067.jpg,Boxer,train
train/Boxer/068.jpg,Boxer,train
train/Boxer/069.jpg,Boxer,train
train/Boxer/070.jpg,Boxer,train
train/Boxer/071.jpg,Boxer,train
train/Boxer/072.jpg,Boxer,train
train/Boxer/073.jpg,Boxer,train
train/Boxer/074.jpg,Boxer,train
train/Boxer/075.jpg,Boxer,train
train/Boxer/076.jpg,Boxer,train
train/Boxer/077.jpg,Boxer,train
train/Boxer/078.jpg,Boxer,train
train/Boxer/079.jpg,Boxer,train
train/Boxer/080.jpg,Boxer,train
train/Boxer/081.jpg,Boxer,train
train/Boxer/082.jpg,Boxer,train
train/Boxer/083.jpg,Boxer,train
train/Boxer/084.jpg,Boxer,train
train/Boxer/085.jpg,Boxer,train
train/Boxer/086.jpg,Boxer,train
train/Boxer/087.jpg,Boxer,train
train/Boxer/088.jpg,Boxer,train
train/Boxer/089.jpg,Boxer,train
train/Boxer/090.jpg,Boxer,train
train/Boxer/091.jpg,Boxer,train
train/Boxer/092.jpg,Boxer,train
train/Boxer/093.jpg,Boxer,train
train/Boxer/094.jpg,Boxer,train
train/Boxer/095.jpg,Boxer,train
train/Boxer/096.jpg,Boxer,train
train/Boxer/097.jpg,Boxer,train
train/Boxer/098.jpg,Boxer,train
train/Boxer/099.jpg,Boxer,train
train/Boxer/100.jpg,Boxer,train
train/Boxer/101.jpg,Boxer,train
train/Boxer/102.jpg,Boxer,train
train/Boxer/103.jpg,Boxer,train
train/Boxer/104.jpg,Boxer,train
train/Boxer/105.jpg,Boxer,train
train/Boxer/106.jpg,Boxer,train
train/Boxer/107.jpg,Boxer,train
train/Boxer/108.jpg,Boxer,train
train/Boxer/109.jpg,Boxer,train
train/Boxer/110.jpg,Boxer,train
train/Boxer/111.jpg,Boxer,train
train/Boxer/112.jpg,Boxer,train
train/Boxer/113.jpg,Boxer,train
train/Boxer/114.jpg,Boxer,train
train/Boxer/115.jpg,Boxer,train
train/Boxer/116.jpg,Boxer,train
train/Boxer/117.jpg,Boxer,train
train/Boxer/118.jpg,Boxer,train
train/Boxer/119.jpg,Boxer,train
train/Boxer/120.jpg,Boxer,train
train/Boxer/121.jpg,Boxer,train
train/Boxer/122.jpg,Boxer,train
train/Boxer/123.jpg,Boxer,train
train/Boxer/124.jpg,Boxer,train
train/Boxer/125.jpg,Boxer,train
train/Boxer/126.jpg,Boxer,train
train/Boxer/127.jpg,Boxer,train
train/Boxer/128.jpg,Boxer,train
train/Boxer/129.jpg,Boxer,train
train/Boxer/130.jpg,Boxer,train
train/Boxer/131.jpg,Boxer,train
train/Boxer/132.jpg,Boxer,train
train/Boxer/133.jpg,Boxer,train
train/Boxer/134.jpg,Boxer,train
train/Bull Mastiff/001.jpg,Bull Mastiff,train
train/Bull Mastiff/002.jpg,Bull Mastiff,train
train/Bull Mastiff/003.jpg,Bull Mastiff,train
train/Bull Mastiff/004.jpg,Bull Mastiff,train
train/Bull Mastiff/005.jpg,Bull Mastiff,train
train/Bull Mastiff/006.jpg,Bull Mastiff,train
train/Bull Mastiff/007.jpg,Bull Mastiff,train
train/Bull Mastiff/008.jpg,Bull Mastiff,train
train/Bull Mastiff/009.jpg,Bull Mastiff,train
train/Bull Mastiff/010.jpg,Bull Mastiff,train
train/Bull Mastiff/011.jpg,Bull Mastiff,train
train/Bull Mastiff/012.jpg,Bull Mastiff,train
train/Bull Mastiff/013.jpg,Bull Mastiff,train
train/Bull Mastiff/014.jpg,Bull Mastiff,train
train/Bull Mastiff/015.jpg,Bull Mastiff,train
train/Bull Mastiff/016.jpg,Bull Mastiff,train
train/Bull Mastiff/017.jpg,Bull Mastiff,train
train/Bull Mastiff/018.jpg,Bull Mastiff,train
train/Bull Mastiff/019.jpg,Bull Mastiff,train
train/Bull Mastiff/020.jpg,Bull Mastiff,train
train/Bull Mastiff/021.jpg,Bull Mastiff,train
train/Bull Mastiff/022.jpg,Bull Mastiff,train
train/Bull Mastiff/023.jpg,Bull Mastiff,train
train/Bull Mastiff/024.jpg,Bull Mastiff,train
train/Bull Mastiff/025.jpg,Bull Mastiff,train
train/Bull Mastiff/026.jpg,Bull Mastiff,train
train/Bull Mastiff/027.jpg,Bull Mastiff,train
train/Bull Mastiff/028.jpg,Bull Mastiff,train
train/Bull Mastiff/029.jpg,Bull Mastiff,train
train/Bull Mastiff/030.jpg,Bull Mastiff,train
train/Bull Mastiff/031.jpg,Bull Mastiff,train
train/Bull Mastiff/032.jpg,Bull Mastiff,train
train/Bull Mastiff/033.jpg,Bull Mastiff,train
train/Bull Mastiff/034.jpg,Bull Mastiff,train
train/Bull Mastiff/035.jpg,Bull Mastiff,train
train/Bull Mastiff/036.jpg,Bull Mastiff,train
train/Bull Mastiff/037.jpg,Bull Mastiff,train
train/Bull Mastiff/038.jpg,Bull Mastiff,train
train/Bull Mastiff/039.jpg,Bull Mastiff,train
train/Bull Mastiff/040.jpg,Bull Mastiff,train
train/Bull Mastiff/041.jpg,Bull Mastiff,train
train/Bull Mastiff/042.jpg,Bull Mastiff,train
train/Bull Mastiff/043.jpg,Bull Mastiff,train
train/Bull Mastiff/044.jpg,Bull Mastiff,train
train/Bull Mastiff/045.jpg,Bull Mastiff,train
train/Bull Mastiff/046.jpg,Bull Mastiff,train
train/Bull Mastiff/047.jpg,Bull Mastiff,train
train/Bull Mastiff/048.jpg,Bull Mastiff,train
train/Bull Mastiff/049.jpg,Bull Mastiff,train
train/Bull Mastiff/050.jpg,Bull Mastiff,train
train/Bull Mastiff/051.jpg,Bull Mastiff,train
train/Bull Mastiff/052.jpg,Bull Mastiff,train
train/Bull Mastiff/053.jpg,Bull Mastiff,train
train/Bull Mastiff/054.jpg,Bull Mastiff,train
train/Bull Mastiff/055.jpg,Bull Mastiff,train
train/Bull Mastiff/056.jpg,Bull Mastiff,train
train/Bull Mastiff/057.jpg,Bull Mastiff,train
train/Bull Mastiff/058.jpg,Bull Mastiff,train
train/Bull Mastiff/059.jpg,Bull Mastiff,train
train/Bull Mastiff/060.jpg,Bull Mastiff,train
train/Bull Mastiff/061.jpg,Bull Mastiff,train
train/Bull Mastiff/062.jpg,Bull Mastiff,train
train/Bull Mastiff/063.jpg,Bull Mastiff,train
train/Bull Mastiff/064.jpg,Bull Mastiff,train
train/Bull Mastiff/065.jpg,Bull Mastiff,train
train/Bull Mastiff/066.jpg,Bull Mastiff,train
train/Bull Mastiff/067.jpg,Bull Mastiff,train
train/Bull Mastiff/068.jpg,Bull Mastiff,train
train/Bull Mastiff/069.jpg,Bull Mastiff,train
train/Bull Mastiff/070.jpg,Bull Mastiff,train
train/Bull Mastiff/071.jpg,Bull Mastiff,train
train/Bull Mastiff/072.jpg,Bull Mastiff,train
train/Bull Mastiff/073.jpg,Bull Mastiff,train
train/Bull Mastiff/074.jpg,Bull Mastiff,train
train/Bull Mastiff/075.jpg,Bull Mastiff,train
train/Bull Mastiff/076.jpg,Bull Mastiff,train
train/Bull Mastiff/077.jpg,Bull Mastiff,train
train/Bull Mastiff/078.jpg,Bull Mastiff,train
train/Bull Mastiff/079.jpg,Bull Mastiff,train
train/Bull Mastiff/080.jpg,Bull Mastiff,train
train/Bull Mastiff/081.jpg,Bull Mastiff,train
train/Bull Mastiff/082.jpg,Bull Mastiff,train
train/Bull Mastiff/083.jpg,Bull Mastiff,train
train/Bull Mastiff/084.jpg,Bull Mastiff,train
train/Bull Mastiff/085.jpg,Bull Mastiff,train
train/Bull Mastiff/086.jpg,Bull Mastiff,train
train/Bull Mastiff/087.jpg,Bull Mastiff,train
train/Bull Mastiff/088.jpg,Bull Mastiff,train
train/Bull Mastiff/089.jpg,Bull Mastiff,train
train/Bull Mastiff/090.jpg,Bull Mastiff,train
train/Bull Mastiff/091.jpg,Bull Mastiff,train
train/Bull Mastiff/092.jpg,Bull Mastiff,train
